model,layer,head,delta_half_a,delta_half_b,delta_pooled,cos_self,cos_null,excess
EleutherAI/pythia-160m,5,0,0.018808252671185244,-0.002912633559283506,0.007947809555950869,0.04781332652196531,0.08249393116399642,-0.03468060464203111
EleutherAI/pythia-160m,5,1,0.017155366785385873,0.019118813907398113,0.018137090346391993,0.5356257047089878,0.23525052962954512,0.3003751750794427
EleutherAI/pythia-160m,5,2,0.0067973417394302516,0.013382855583639497,0.010090098661534874,0.24209493968815843,0.23066676979944029,0.011428169888718143
EleutherAI/pythia-160m,5,3,-0.002557642319623632,-0.012466879451976887,-0.007512260885800259,0.39079807742839323,0.2607336744061892,0.130064403022204
EleutherAI/pythia-160m,5,4,0.01917580997242574,0.006927041446460613,0.013051425709443176,0.32939897545804714,0.27438282438265726,0.055016151075389874
EleutherAI/pythia-160m,5,5,0.018081216251149,0.023398904239429363,0.020740060245289182,0.5479629984363721,0.3041764480450996,0.2437865503912725
EleutherAI/pythia-160m,5,6,-0.017584856818704253,0.0080718994140625,-0.0047564787023208766,0.3262559988106421,0.2840062579112972,0.04224974089934491
EleutherAI/pythia-160m,5,7,0.016842112821691124,-0.006780736586627256,0.005030688117531934,0.15695680241734486,0.1219859900059315,0.034970812411413366
EleutherAI/pythia-160m,5,8,0.014806859633501368,0.015103059656479623,0.014954959644990495,0.4230361339682291,0.18003217888892684,0.24300395507930225
EleutherAI/pythia-160m,5,9,0.0061039644129134984,-0.0016376270967377593,0.0022331686580878696,0.16114936458689566,0.08637063222870388,0.07477873235819178
EleutherAI/pythia-160m,5,10,0.010959849638097374,0.0009590597713691196,0.005959454704733247,0.1969286365003591,0.15501521025393028,0.041913426246428825
EleutherAI/pythia-160m,5,11,0.0023731904871322484,-0.0025553983800552516,-9.110394646150155e-05,0.43935734708059887,0.28876567549198906,0.1505916715886098
EleutherAI/pythia-160m,6,0,0.0340118408203125,0.015823813045726,0.02491782693301925,0.5571984545900196,0.49715474806632176,0.06004370652369784
EleutherAI/pythia-160m,6,1,0.021284215590532618,0.0085296630859375,0.014906939338235059,0.2837507097405719,0.24606639404942515,0.037684315691146775
EleutherAI/pythia-160m,6,2,0.0018965777228858727,-0.005910088034237759,-0.0020067551556759433,0.4764633475836771,0.4061009301059015,0.07036241747777561
EleutherAI/pythia-160m,6,3,0.0024306353400733727,0.020310794605927995,0.011370714973000684,0.5419029794023165,0.48783371240155515,0.05406926700076131
EleutherAI/pythia-160m,6,4,0.04374201157513724,-0.015050551470588758,0.014345730052274241,0.3426710031874445,0.24522144772448543,0.09744955546295905
EleutherAI/pythia-160m,6,5,0.0055694580078125,0.008828555836396745,0.007199006922104623,0.49656109308544116,0.22760824370745603,0.26895284937798514
EleutherAI/pythia-160m,6,6,0.014964832979090126,0.0015299179974723742,0.00824737548828125,0.10277525096223433,0.11738404517798946,-0.01460879421575513
EleutherAI/pythia-160m,6,7,-0.021334928624770377,-0.021010454963235503,-0.02117269179400294,0.5997332991797748,0.45120062045229675,0.14853267872747805
EleutherAI/pythia-160m,6,8,0.019089193905101,0.008198457605698373,0.013643825755399686,0.40635426502165034,0.24917246947755156,0.15718179554409878
EleutherAI/pythia-160m,6,9,0.004038642434512241,-0.0032276826746331366,0.00040547987993955203,0.3250964509275638,0.2987329685283465,0.026363482399217264
EleutherAI/pythia-160m,6,10,0.002787870519300739,0.012725830078125,0.00775685029871287,0.3676510982285041,0.20429342051245858,0.16335767771604554
EleutherAI/pythia-160m,6,11,0.007762684541590126,-0.00407634061925588,0.0018431719611671227,0.38740829918828346,0.26236701805282403,0.12504128113545943
EleutherAI/pythia-160m,7,0,0.005738202263326997,-0.009098277372473262,-0.0016800375545731328,0.3825233096713151,0.3627667756581345,0.019756534013180616
EleutherAI/pythia-160m,7,1,-0.013109992532169379,-0.0007369097541367609,-0.00692345114315307,0.3762108431909612,0.23321948651466706,0.14299135667629415
EleutherAI/pythia-160m,7,2,0.0025199441348799922,-0.015046063591452885,-0.006263059728286446,0.4428179697382441,0.36516848542512836,0.07764948431311575
EleutherAI/pythia-160m,7,3,0.010773153866038498,0.01437916475183787,0.012576159308938184,0.3028813277435315,0.26247551803020447,0.04040580971332702
EleutherAI/pythia-160m,7,4,0.007253759047563868,0.01085438447840037,0.009054071762982119,0.613979817237877,0.4836508175265459,0.1303289997113311
EleutherAI/pythia-160m,7,5,0.010401108685661242,0.006999296300550739,0.00870020249310599,0.42947390856816564,0.38398952062031055,0.04548438794785509
EleutherAI/pythia-160m,7,6,0.0025441786822151258,-0.00813787123736276,-0.0027968462775738168,0.16512467655607188,0.10895024057458383,0.05617443598148805
EleutherAI/pythia-160m,7,7,0.02846841251148824,0.010712567497701997,0.019590490004595118,0.5825886830140469,0.3772661375109963,0.20532254550305057
EleutherAI/pythia-160m,7,8,0.03194247975068887,0.02999653535730662,0.030969507553997744,0.44862692628832107,0.33040697566429555,0.11821995062402552
EleutherAI/pythia-160m,7,9,0.007868149701286242,-0.011710223029641753,-0.0019210366641777554,0.29811840247740934,0.3031777297437826,-0.005059327266373259
EleutherAI/pythia-160m,7,10,-0.01413726806640625,-0.014468024758731879,-0.014302646412569064,0.28219111030082544,0.09284550835699727,0.18934560194382816
EleutherAI/pythia-160m,7,11,-0.002176172593061132,-0.01635428035960551,-0.009265226476333321,0.25057295348494213,0.2806915732308025,-0.030118619745860387
EleutherAI/pythia-160m,8,0,0.015748416676240495,-0.0026662489947151258,0.006541083840762685,0.32907744449390464,0.25632304680377455,0.07275439769013009
EleutherAI/pythia-160m,8,1,0.01664240220013724,-0.003640118767234135,0.006501141716451553,0.43192083735873155,0.3962816773098589,0.03563916004887263
EleutherAI/pythia-160m,8,2,0.005422704360063868,-0.003970426671645377,0.0007261388442092453,0.21747588923921016,0.21286072229375871,0.004615166945451443
EleutherAI/pythia-160m,8,3,0.00811767578125,-0.009390438304228255,-0.0006363812614891273,0.25534608725560887,0.25920338495670864,-0.003857297701099771
EleutherAI/pythia-160m,8,4,0.01523590087890625,0.015397015739889497,0.015316458309397873,0.5653315005643482,0.4600759374758908,0.1052555630884574
EleutherAI/pythia-160m,8,5,0.005603565889246376,0.005677615894990495,0.0056405908921184356,0.42362009641863013,0.38111119705699514,0.04250889936163499
EleutherAI/pythia-160m,8,6,0.0047917085535384984,-0.007862315458410762,-0.001535303452436132,0.375340260851689,0.3679769099727286,0.007363350878960395
EleutherAI/pythia-160m,8,7,-0.0011201746323532547,-0.0014186185948990016,-0.001269396613626128,0.7771847654041605,0.2989513993274495,0.47823336607671096
EleutherAI/pythia-160m,8,8,0.006927490234375,0.004364013671875,0.005645751953125,0.19775885325111464,0.2045786280086368,-0.006819774757522157
EleutherAI/pythia-160m,8,9,0.007584964527802995,0.0012844310087309907,0.004434697768266993,0.2586838362217032,0.24975740869161717,0.008926427530086045
EleutherAI/pythia-160m,8,10,0.009354086483225998,0.001463048598345118,0.005408567540785558,0.2218824557341911,0.22926892289403955,-0.007386467159848448
EleutherAI/pythia-160m,8,11,0.020376317641313868,-0.009163800407859135,0.0056062586167273665,0.2958025377416663,0.2889877094144006,0.0068148283272657095
EleutherAI/pythia-160m,9,0,0.012945287367876368,0.002036150764015865,0.0074907190659461165,0.5244589023619777,0.4695465341717308,0.05491236819024686
EleutherAI/pythia-160m,9,1,0.007577335133271745,-0.00937876981847463,-0.0009007173426014425,0.5519804337005672,0.29648184499600705,0.2554985887045601
EleutherAI/pythia-160m,9,2,-0.002377229578355511,-0.014379164751838758,-0.008378197165097134,0.33041514982615433,0.2951520222689878,0.03526312755716654
EleutherAI/pythia-160m,9,3,0.009991814108455621,0.004268421846276738,0.007130117977366179,0.6766984744252594,0.5452639273651604,0.13143454706009905
EleutherAI/pythia-160m,9,4,0.0060716516831336165,-0.00870513916015625,-0.0013167437385113168,0.4436019446858047,0.4321925040197088,0.011409440666095894
EleutherAI/pythia-160m,9,5,-0.002637975356158506,-0.005405201631433876,-0.004021588493796191,0.2923326996535456,0.28054216273324994,0.011790536920295636
EleutherAI/pythia-160m,9,6,0.00081634521484375,-0.00934600830078125,-0.00426483154296875,0.35662993025919953,0.34481926916238176,0.011810661096817776
EleutherAI/pythia-160m,9,7,0.006692774155560244,0.0050950891831336165,0.00589393166934693,0.4639072414096006,0.41947710966145957,0.04443013174814103
EleutherAI/pythia-160m,9,8,-0.00946269315831838,0.014457253848804363,0.0024972803452429915,0.512335677772564,0.47252319340125,0.03981248437131396
EleutherAI/pythia-160m,9,9,0.00837213852826224,-0.0037415448357078773,0.0023152968462771817,0.3773009215075388,0.34133604751859453,0.03596487398894427
EleutherAI/pythia-160m,9,10,0.005560033461626368,-0.01128387451171875,-0.002861920525046191,0.31718656773321974,0.2704303794251442,0.04675618830807554
EleutherAI/pythia-160m,9,11,0.008838877958409874,-0.0028215296128220047,0.003008674172793935,0.3322616761881914,0.32841563039859606,0.0038460457895953537
EleutherAI/pythia-160m,10,0,0.004931281594668491,-0.0017731610466453773,0.0015790602740115567,0.35426787479980615,0.3475909554173409,0.0066769193824652295
EleutherAI/pythia-160m,10,1,0.004471722771139497,0.009804220760569748,0.007137971765854623,0.5733828150686255,0.45669639484207425,0.11668642022655129
EleutherAI/pythia-160m,10,2,0.009293948902802995,0.00299072265625,0.006142335779526498,0.3800353744532894,0.32236618026178915,0.05766919419150024
EleutherAI/pythia-160m,10,3,0.003888298483455621,0.004726185518151738,0.004307242000803679,0.3985719281171657,0.3719898506335018,0.02658207748366387
EleutherAI/pythia-160m,10,4,0.0017924589269302516,0.001654681037453365,0.0017235699821918082,0.4738269330293426,0.4689544307262649,0.004872502303077675
EleutherAI/pythia-160m,10,5,0.00577545166015625,0.0007490270278029953,0.0032622393439796227,0.766665363442906,0.6613816548777938,0.10528370856511227
EleutherAI/pythia-160m,10,6,0.013979294720817492,-0.006137623506433876,0.003920835607191808,0.4723938481385851,0.47766859739708006,-0.005274749258494971
EleutherAI/pythia-160m,10,7,0.0076594633214615016,-0.0009527767405792531,0.0033533432904411242,0.39490690249443905,0.3728769058121695,0.02202999668226957
EleutherAI/pythia-160m,10,8,0.011130389045265865,-0.0008693021886490016,0.005130543428308432,0.4300396546775674,0.4388984721291995,-0.00885881745163214
EleutherAI/pythia-160m,10,9,0.0036930757410384984,0.002041985006893121,0.00286753037396581,0.5193931937578187,0.3986575900714814,0.12073560368633729
EleutherAI/pythia-160m,10,10,-0.0014096428366272562,0.006356632008271745,0.0024734945858222446,0.4782946273966389,0.46787584626295264,0.010418781133686272
EleutherAI/pythia-160m,10,11,-0.0006435618681068789,0.005024629480698373,0.002190533806295747,0.46579659778900445,0.42720523650752834,0.03859136128147611
EleutherAI/pythia-160m,11,0,-0.00292205810546875,-0.00040211397058875775,-0.0016620860380287539,0.8482297238215859,0.8397438422989045,0.008485881522681371
EleutherAI/pythia-160m,11,1,-0.013464086196002256,-0.0020509607651657547,-0.007757523480584005,0.8542498417253441,0.8465366820832166,0.007713159642127487
EleutherAI/pythia-160m,11,2,-0.0003388348747703773,-0.00234222412109375,-0.0013405294979320637,0.7227216402833994,0.7078378395492431,0.014883800734156294
EleutherAI/pythia-160m,11,3,-0.0042491239659927516,-0.005776349235984135,-0.005012736600988443,0.6707910118087003,0.6571452358232764,0.013645775985423825
EleutherAI/pythia-160m,11,4,-0.0016892377068016273,0.0017960492302382391,5.340576171830591e-05,0.49960130868405084,0.4868727798503735,0.01272852883367731
EleutherAI/pythia-160m,11,5,-0.004793054917279882,-0.00871725643382426,-0.006755155675552071,0.8844169666342623,0.883893736279303,0.0005232303549592698
EleutherAI/pythia-160m,11,6,-0.006291108972886761,-0.003667943617877256,-0.0049795262953820085,0.8154614543360795,0.7873787833480438,0.02808267098803574
EleutherAI/pythia-160m,11,7,-0.0037321202895226335,-0.002363317153033506,-0.00304771872127807,0.6796757738783901,0.6447586491849506,0.03491712469343944
EleutherAI/pythia-160m,11,8,0.009319081025965126,-0.00016246122472463043,0.004578309900620248,0.7355998959737382,0.6675109180214349,0.06808897795230329
EleutherAI/pythia-160m,11,9,-0.010104459874770377,-0.0012871237362137578,-0.0056957918054920675,0.8253075993749971,0.8042236845101476,0.021083914864849507
EleutherAI/pythia-160m,11,10,0.0029646929572608727,0.005583819221047115,0.004274256089153994,0.7347424682760474,0.7191289261699079,0.015613542106139522
EleutherAI/pythia-160m,11,11,-0.006373685948989127,-0.0020909028894768866,-0.004232294419233007,0.8079951970790075,0.754375222575618,0.05361997450338951
EleutherAI/pythia-410m,0,0,-0.016701642204733247,-0.012886496151194748,-0.014794069177963998,0.513444359804767,0.10688586411960778,0.4065584956851592
EleutherAI/pythia-410m,0,1,0.00363922119140625,0.011963339412913943,0.007801280302160096,0.28253755887461596,0.20289308941193404,0.07964446946268192
EleutherAI/pythia-410m,0,2,-0.011879864860983247,-0.009687311509076313,-0.01078358818502978,0.3416115274464978,0.13461652697890467,0.20699500046759314
EleutherAI/pythia-410m,0,3,-0.0017058428596046227,-0.001399993896484375,-0.0015529183780444988,0.44361360266549354,0.16502122576634026,0.2785923768991533
EleutherAI/pythia-410m,0,4,-0.014148038976332433,-0.0098876953125,-0.012017867144416217,0.4028332977730665,0.16494780960756827,0.2378854881654982
EleutherAI/pythia-410m,0,5,-0.002951678107766309,-0.006223566391888813,-0.004587622249827561,0.6716477798736245,0.08181494908361069,0.5898328307900138
EleutherAI/pythia-410m,0,6,-0.007643755744485059,0.00019477395450406831,-0.0037244908949904953,0.46190219990261694,0.16199506523702337,0.2999071346655936
EleutherAI/pythia-410m,0,7,-9.963091681974845e-05,0.011293074663947689,0.00559672187356397,0.5095528351866827,0.13168262155301153,0.3778702136336712
EleutherAI/pythia-410m,0,8,-0.007989771225873188,-0.003949333639705621,-0.0059695524327894045,0.4727332590632296,0.18428675791910476,0.28844650114412484
EleutherAI/pythia-410m,0,9,-0.009637720444623188,-0.006979325238396061,-0.008308522841509625,0.49137694669627846,0.12551005671697602,0.36586688997930245
EleutherAI/pythia-410m,0,10,0.0025553983800552516,-0.0002526675953582469,0.0011513653923485023,0.4528570247200137,0.14362207086090445,0.30923495385910926
EleutherAI/pythia-410m,0,11,0.008373036104090126,0.009481542250689312,0.008927289177389719,0.5421480892847981,0.13226634103767765,0.4098817482471204
EleutherAI/pythia-410m,0,12,-0.003319684196920747,0.003719329833984375,0.00019982281853181405,0.37639547981934257,0.16651246855973312,0.20988301125960945
EleutherAI/pythia-410m,0,13,-0.005846808938418935,0.00916424919577219,0.0016587201286766273,0.2748150901652747,0.19794858926827363,0.07686650089700109
EleutherAI/pythia-410m,0,14,0.014723385081572005,0.007445167092716254,0.01108427608714413,0.4226807594945591,0.14419010864076523,0.2784906508537939
EleutherAI/pythia-410m,0,15,-0.004982892204733247,-0.004941828110638813,-0.00496236015768603,0.4565285168711931,0.12365173210058888,0.33287678477060423
EleutherAI/pythia-410m,1,0,0.0024871826171875,0.008878146900850314,0.005682664759018907,0.3201703701345044,0.1771872778423943,0.1429830922921101
EleutherAI/pythia-410m,1,1,-0.0005964391371779953,0.006180707146139941,0.002792134004480973,0.3040775617970515,0.14308601745910046,0.16099154433795101
EleutherAI/pythia-410m,1,2,0.0063404756433826925,0.0013158461626838758,0.003828160903033284,0.44534445897436953,0.2151885353142003,0.23015592366016924
EleutherAI/pythia-410m,1,3,-0.0012099322150733727,1.1668485754068314e-05,-0.0005991318646596522,0.4042895995748732,0.13043095132189014,0.27385864825298306
EleutherAI/pythia-410m,1,4,-1.9746668198372674e-05,0.0012958751005287539,0.0006380642161651906,0.6127232033982198,0.2174644657281578,0.39525873767006203
EleutherAI/pythia-410m,1,5,0.001410540412454253,0.0002834095674404402,0.0008469749899473467,0.4881782936048751,0.17256885949629433,0.3156094341085808
EleutherAI/pythia-410m,1,6,0.0032056920668659394,0.0010106703814338758,0.0021081812241499076,0.45027332988829083,0.11734560530040372,0.3329277245878871
EleutherAI/pythia-410m,1,7,-0.007823270909926183,-0.002996556899126812,-0.005409913904526498,0.36477544374002613,0.14876533736431438,0.21601010637571175
EleutherAI/pythia-410m,1,8,-0.0028462129480697484,-0.0029166726505054363,-0.0028814427992875924,0.4049452303245924,0.2835295888719312,0.1214156414526612
EleutherAI/pythia-410m,1,9,-0.007381663602941124,0.004927915685317252,-0.001226873958811936,0.2396329389172711,0.14471323531903166,0.09491970359823945
EleutherAI/pythia-410m,1,10,0.0050273222081802516,0.01009481093462794,0.007561066571404096,0.5237875881122172,0.09713189819287801,0.4266556899193391
EleutherAI/pythia-410m,1,11,0.0016973158892463758,0.002629448385799815,0.0021633821375230955,0.3725473927674251,0.11123656857970002,0.2613108241877251
EleutherAI/pythia-410m,1,12,0.0026114968692558804,0.005486432243796191,0.004048964556526036,0.42133606688187214,0.1451934928182995,0.2761425740635727
EleutherAI/pythia-410m,1,13,-0.0022551592658546227,0.011864606071921191,0.004804723403033284,0.42079850166175026,0.18516852742203865,0.2356299742397116
EleutherAI/pythia-410m,1,14,-0.005042132209328809,0.004392511704388813,-0.00032481025246999806,0.34877618519858716,0.12412960184578659,0.22464658335280058
EleutherAI/pythia-410m,1,15,0.002509173224954253,0.0005538042853863168,0.001531488755170285,0.6935258828624254,0.18106113896348988,0.5124647438989356
EleutherAI/pythia-410m,2,0,-0.0038268145392921227,-0.0018649381749766825,-0.0028458763571344026,0.33412542037744863,0.15834798834804745,0.1757774320294012
EleutherAI/pythia-410m,2,1,0.0021546307732078773,0.0015617819393383137,0.0018582063562730955,0.4550980051825873,0.17208355319744573,0.2830144519851416
EleutherAI/pythia-410m,2,2,0.0023265165441177516,0.00403078864602513,0.0031786525950714406,0.45688755409065607,0.1846643108568332,0.27222324323382285
EleutherAI/pythia-410m,2,3,0.004634632783777626,0.008813970229204937,0.0067243015064912814,0.31034101161004785,0.20056874603955024,0.1097722655704976
EleutherAI/pythia-410m,2,4,0.001313153435202441,0.007629170137293251,0.004471161786247846,0.5896960785170665,0.14430012749459767,0.4453959510224689
EleutherAI/pythia-410m,2,5,-0.0036499921013324332,0.007683473474839442,0.0020167406867535043,0.39062391892908765,0.16908903467817846,0.2215348842509092
EleutherAI/pythia-410m,2,6,0.0011610143324909394,0.004119873046875,0.0026404436896829697,0.33108409064176053,0.22508415030500006,0.10599994033676047
EleutherAI/pythia-410m,2,7,0.002997454474954253,0.004523108987247504,0.0037602817311008785,0.4640613274030911,0.18745520198571133,0.2766061254173797
EleutherAI/pythia-410m,2,8,-0.0043182373046875,-6.305470186118711e-05,-0.0021906460032743436,0.4013219314365064,0.20351593975572974,0.19780599168077667
EleutherAI/pythia-410m,2,9,-0.0062938017003673075,-0.0027299768784465606,-0.004511889289406934,0.47142507915991083,0.1712958070877536,0.3001292720721572
EleutherAI/pythia-410m,2,10,0.005102269789751812,-0.006787468405330621,-0.0008425993077894045,0.6193405092904494,0.16708648787772726,0.4522540214127221
EleutherAI/pythia-410m,2,11,-0.002638872931985059,0.0030968609978172523,0.00022899403291609666,0.27567684072606535,0.2096753984886559,0.06600144223740945
EleutherAI/pythia-410m,2,12,-0.002688239602481435,-0.0022883695714610575,-0.002488304586971246,0.3949058238313905,0.17443267488628908,0.22047314894510142
EleutherAI/pythia-410m,2,13,-0.01059588264016531,-0.002900965073529438,-0.006748423856847374,0.5599656008764768,0.15270811093048434,0.40725748994599253
EleutherAI/pythia-410m,2,14,0.0006754258099728183,0.0076136869542740016,0.00414455638212341,0.4367793013721486,0.16819418793796945,0.2685851134341791
EleutherAI/pythia-410m,2,15,-0.0077586454503673075,-0.000178393195656934,-0.003968519323012121,0.43027771434398854,0.1504112261032415,0.279866488240747
EleutherAI/pythia-410m,3,0,0.005856233484605067,0.002534978529986187,0.004195606007295627,0.4109834115049981,0.18427735263315856,0.22670605887183956
EleutherAI/pythia-410m,3,1,0.0010048361385570637,0.005481495576746376,0.0032431658576517197,0.4015949574653983,0.09280899550277291,0.3087859619626254
EleutherAI/pythia-410m,3,2,0.008855931899126812,0.005544550278607563,0.0072002410888671875,0.38353202139698667,0.15668512350295274,0.22684689789403392
EleutherAI/pythia-410m,3,3,0.003587610581341938,0.0003536448759193789,0.0019706277286306584,0.3935401710899794,0.13767048373513713,0.2558696873548423
EleutherAI/pythia-410m,3,4,-0.0008886000689334317,0.00882204841165013,0.003966724171358349,0.47742155061746544,0.14238933804304482,0.3350322125744206
EleutherAI/pythia-410m,3,5,0.006426642922794379,0.0054669099695545675,0.005946776446174473,0.4445744040996026,0.1315731268464914,0.3130012772531112
EleutherAI/pythia-410m,3,6,0.008168837603400814,0.0039715486414295675,0.006070193122415191,0.4233141827267626,0.21915116297200185,0.20416301975476073
EleutherAI/pythia-410m,3,7,0.0047993379480701925,0.002182904411764941,0.0034911211799175668,0.4000659681710822,0.2385022077436625,0.1615637604274197
EleutherAI/pythia-410m,3,8,0.0014522776884193789,0.013510760139016753,0.007481518913718066,0.43066386526791356,0.1355018681752816,0.29516199709263197
EleutherAI/pythia-410m,3,9,-0.0035692102768840606,-0.0026204726275271817,-0.003094841452205621,0.34433640803511,0.09822857988354655,0.24610782815156346
EleutherAI/pythia-410m,3,10,0.0009671379538143121,0.0016219195197613168,0.0012945287367878144,0.341256277166289,0.15131485412845813,0.18994142303783085
EleutherAI/pythia-410m,3,11,-4.1737275964681686e-05,0.008550082936006564,0.004254172830020941,0.4225160036105619,0.16414880928049436,0.25836719433006755
EleutherAI/pythia-410m,3,12,-0.00502552705652537,0.00396212409524388,-0.000531701480640745,0.4100684954383767,0.17586776681420282,0.23420072862417388
EleutherAI/pythia-410m,3,13,-0.0007638370289519969,0.00087738037109375,5.677167107087655e-05,0.4465271809730713,0.1399143383622743,0.306612842610797
EleutherAI/pythia-410m,3,14,-0.00162506103515625,-0.006944768569048687,-0.0042849148021024686,0.3202496801459882,0.208093252134123,0.1121564280118652
EleutherAI/pythia-410m,3,15,-0.0004375682157626848,0.0040774625890396266,0.0018199471866384709,0.34816147445150303,0.17841889845796247,0.16974257599354056
EleutherAI/pythia-410m,4,0,0.008075040929457877,0.006391188677619564,0.0072331148035387205,0.3971638840241901,0.10149983094070733,0.29566405308348276
EleutherAI/pythia-410m,4,1,0.0003765330595131289,0.005269218893612315,0.002822875976562722,0.3290952819032673,0.21709439396793725,0.11200088793533006
EleutherAI/pythia-410m,4,2,0.007161757525275814,0.005670435288373188,0.006416096406824501,0.49190996422066746,0.19362279428031914,0.2982871699403483
EleutherAI/pythia-410m,4,3,0.010629541733685688,0.0052732579848346894,0.007951399859260189,0.5621034879139536,0.20399982249587034,0.35810366541808325
EleutherAI/pythia-410m,4,4,-0.009429931640625,-0.003175623276654438,-0.006302777458639719,0.24762602246763563,0.2464028079837534,0.0012232144838822123
EleutherAI/pythia-410m,4,5,0.0030333575080425668,0.0035232095157402554,0.003278283511891411,0.25986066901088295,0.12957459561095544,0.1302860733999275
EleutherAI/pythia-410m,4,6,0.007895974551930252,0.00380056044634669,0.005848267499138471,0.8317041886139123,0.20079275941420113,0.6309114291997111
EleutherAI/pythia-410m,4,7,-0.007304472081801183,-0.0037309983197379992,-0.005517735200769591,0.3837570507201817,0.17311234173444448,0.2106447089857372
EleutherAI/pythia-410m,4,8,0.008763032801011317,0.008686065673828125,0.008724549237419721,0.41925507535081946,0.17038823061688207,0.2488668447339374
EleutherAI/pythia-410m,4,9,0.001557294060202441,0.0047163121840534394,0.00313680312212794,0.4741354403569694,0.08520323807634736,0.3889322022806221
EleutherAI/pythia-410m,4,10,0.010972864487591938,0.014090594123391753,0.012531729305491845,0.3434987351058467,0.20500062322145224,0.13849811188439448
EleutherAI/pythia-410m,4,11,0.13539213292738994,0.16128315645105706,0.1483376446892235,0.5870388523309269,0.16003015783914729,0.4270086944917796
EleutherAI/pythia-410m,4,12,0.003710578469669379,0.005135255701401942,0.00442291708553566,0.4043069259202709,0.24722480814031583,0.15708211777995507
EleutherAI/pythia-410m,4,13,0.007355633903952441,0.01727451997644769,0.012315076940200065,0.3969374374216657,0.19811376668885283,0.19882367073281287
EleutherAI/pythia-410m,4,14,0.0069423002355240016,0.00983653349034963,0.008389416862936816,0.47319594909135154,0.19092736981570702,0.2822685792756445
EleutherAI/pythia-410m,4,15,0.002377678366268565,0.004052106071921191,0.003214892219094878,0.833545910060767,0.10563339118813928,0.7279125188726276
EleutherAI/pythia-410m,5,0,0.0028130026424633137,0.008007947136374316,0.005410474889418815,0.47114068208982723,0.14384920292437334,0.32729147916545387
EleutherAI/pythia-410m,5,1,0.008389641256893565,0.0042233186609608175,0.006306479958927191,0.4235877406907324,0.12300385560597886,0.30058388508475353
EleutherAI/pythia-410m,5,2,0.01692603616153532,0.014577080221737315,0.015751558191636317,0.2851968705727894,0.09092347273423208,0.19427339783855735
EleutherAI/pythia-410m,5,3,-0.0034269445082717453,-0.0012619916130511832,-0.0023444680606614643,0.4549336625977857,0.1890100801653477,0.265923582432438
EleutherAI/pythia-410m,5,4,0.00270843505859375,0.005921307732077441,0.0043148713953355955,0.28869744073812387,0.1323509719414685,0.15634646879665537
EleutherAI/pythia-410m,5,5,-0.0045399385340072484,-0.0022675009334784946,-0.0034037197337428715,0.5939877750636251,0.07959146201719637,0.5143963130464287
EleutherAI/pythia-410m,5,6,0.00514984130859375,0.007613911348230751,0.00638187632841225,0.4004038921296773,0.21586761115732772,0.1845362809723496
EleutherAI/pythia-410m,5,7,-0.0012916116153491863,0.003405627082376128,0.0010570077335134709,0.42158412196517986,0.2726592915424631,0.14892483042271676
EleutherAI/pythia-410m,5,8,-0.0006897870232074332,0.0028235491584331918,0.0010668810676128793,0.5999096597128708,0.09446926463643222,0.5054403950764386
EleutherAI/pythia-410m,5,9,-0.005253960104549371,0.005315668442670063,3.085416906034588e-05,0.42265518558117826,0.1302783677831225,0.2923768177980558
EleutherAI/pythia-410m,5,10,-9.424546185643479e-05,0.008185442756204253,0.004045598647173909,0.45714224994058256,0.2726752078250937,0.18446704211548887
EleutherAI/pythia-410m,5,11,-0.0026132920209098742,0.001560211181640625,-0.0005265404196346246,0.33906753946885715,0.18909318709903927,0.14997435236981788
EleutherAI/pythia-410m,5,12,-0.005154777975643121,-0.0018775042365577477,-0.0035161411061004344,0.4338888473608235,0.10787160678818374,0.32601724057263975
EleutherAI/pythia-410m,5,13,-0.001981847426470562,0.0016993354348575629,-0.0001412559958064996,0.36905495591547155,0.17231382594665987,0.19674112996881168
EleutherAI/pythia-410m,5,14,0.0034363690544578773,0.0011475506950828773,0.0022919598747703773,0.3993581376472715,0.17125999014699414,0.22809814750027738
EleutherAI/pythia-410m,5,15,0.001166399787454253,0.0050816255457264425,0.003124012666590348,0.47327449072394545,0.13101294044515274,0.3422615502787927
EleutherAI/pythia-410m,6,0,-2.5580911075184787e-05,-0.006182951085707433,-0.003104265998391309,0.029933796620152928,-0.14205603316249735,0.17198982978265026
EleutherAI/pythia-410m,6,1,-0.0028493544634646817,-0.006469502168542807,-0.004659428316003744,0.49156016799896834,0.28855057492951547,0.20300959306945288
EleutherAI/pythia-410m,6,2,-0.001702252556295747,0.002727508544921875,0.000512627994313064,0.051675641665053174,0.04911742119875604,0.002558220466297133
EleutherAI/pythia-410m,6,3,-0.0025984820197608727,-0.004929262049057748,-0.00376387203440931,-0.02398645930480156,-0.009027708126326923,-0.014958751178474637
EleutherAI/pythia-410m,6,4,0.008259043974035318,0.003435022690716938,0.005847033332376128,0.2060632297155126,0.01544048880504831,0.1906227409104643
EleutherAI/pythia-410m,6,5,-0.0013387343462771817,-0.0030712800867416234,-0.0022050072165094026,0.34816052513054196,0.1032014964951073,0.24495902863543467
EleutherAI/pythia-410m,6,6,-0.006175770479089682,0.0014910978429458766,-0.0023423363180719026,0.19859529667476927,0.1165871350545344,0.08200816162023487
EleutherAI/pythia-410m,6,7,-0.0019306856043197484,-0.0008060230928306211,-0.0013683543485751848,0.26265042505034963,0.23630847349496897,0.02634195155538066
