model,statistic,rho_raw,pearson_raw,r_delta,r_stat,r_stat_cos_self,ceiling,rho_disattenuated,n,verdict,resolvable
EleutherAI/pythia-1.4b,cos_self,0.18746206469770438,0.04185679980437495,0.6656928524153243,0.9823013800820589,0.9823013800820589,0.8086476412123734,0.23182169234631034,384,reliable,True
EleutherAI/pythia-1.4b,excess,0.24928071275982502,0.045765363032542083,0.6656928524153243,0.9877132006374825,0.9823013800820589,0.8108721341251253,0.30742296136342334,384,reliable,True
EleutherAI/pythia-2.8b,cos_self,0.0026311881517793504,-0.01830991885946872,0.6317623840401602,0.9670805356376511,0.9670805356376511,0.7816425684117245,0.0033662293458835667,1024,reliable,True
EleutherAI/pythia-2.8b,excess,-0.1242899546667397,-0.12231948436229009,0.6317623840401602,0.9824625831485587,0.9670805356376511,0.7878343123780454,-0.1577615403568494,1024,reliable,True
