model,layer,head,delta_half_a,delta_half_b,delta_pooled,cos_self_half_a,cos_self,cos_self_half_b,cos_null_half_a,cos_null,cos_null_half_b,excess_half_a,excess,excess_half_b
gpt2,1,7,-0.013616606945127785,-0.013431819405142598,-0.013524213175135191,0.434329450102792,0.434329450102792,0.44133009316360977,0.39064534948704926,0.39064534948704926,0.3990457591705745,0.04368410061574274,0.04368410061574274,0.04228433399303527
gpt2,1,8,-0.0032564899114175816,0.004650446373646311,0.0006969782311143646,0.39865588306909516,0.39865588306909516,0.3938988025032541,0.4684678210916298,0.4684678210916298,0.4625757697787604,-0.06981193802253466,-0.06981193802253466,-0.06867696727550632
gpt2,1,9,0.00537349670890741,0.00711756428395649,0.00624553049643195,0.3999765600083766,0.3999765600083766,0.39874004260982976,0.5000952754523074,0.5000952754523074,0.49755520003505865,-0.10011871544393075,-0.10011871544393075,-0.0988151574252289
gpt2,1,10,-0.005060150867372215,0.0034203717089074104,-0.0008198895792324024,0.846345573942375,0.846345573942375,0.8452713243721977,0.6905721127526216,0.6905721127526216,0.6892628837832369,0.15577346118975333,0.15577346118975333,0.1560084405889608
gpt2,1,11,0.014538862573818534,0.021673247570127785,0.01810605507197316,0.9762341905656586,0.9762341905656586,0.9751451568106028,0.3453406273323239,0.3453406273323239,0.34882809553090643,0.6308935632333348,0.6308935632333348,0.6263170612796963
gpt2,2,0,0.01695816160187036,0.021056167722687036,0.019007164662278697,0.6315121438801582,0.6315121438801582,0.6268204270144072,0.5748221527539399,0.5748221527539399,0.5667568669053102,0.05668999112621831,0.05668999112621831,0.06006356010909697
gpt2,2,1,0.0009078378752462868,0.004053791676919438,0.0024808147760828625,0.3811988681374256,0.3811988681374256,0.39583649373626245,0.31992873109629727,0.31992873109629727,0.33960232971458565,0.061270137041128325,0.061270137041128325,0.0562341640216768
gpt2,2,2,0.0008097971518203906,0.0076870655450296255,0.004248431348425008,0.39507541692094134,0.39507541692094134,0.4038823029396557,0.31401806953681566,0.31401806953681566,0.3215585774873872,0.08105734738412568,0.08105734738412568,0.08232372545226851
gpt2,2,3,0.008629986620324992,0.011169193297859259,0.009899589959092125,0.6105326576138697,0.6105326576138697,0.6125239790302672,0.5234193649999137,0.5234193649999137,0.5238469328151972,0.08711329261395595,0.08711329261395595,0.08867704621507
gpt2,2,4,-0.004754975086122215,0.002442127137672223,-0.001156423974224996,0.47735135568369713,0.47735135568369713,0.4720631325974982,0.44235480263364657,0.44235480263364657,0.43518101365760403,0.03499655305005056,0.03499655305005056,0.03688211893989418
gpt2,2,5,0.006196269838828705,0.011311208169291653,0.00875373900406018,0.5517855090332973,0.5517855090332973,0.5527901042016282,0.4616166470692893,0.4616166470692893,0.46161774097388153,0.09016886196400797,0.09016886196400797,0.09117236322774669
gpt2,2,6,-0.012705885519192606,-0.011285977100762956,-0.011995931309977781,0.6573366818300588,0.6573366818300588,0.6565721607565381,0.5851277426411361,0.5851277426411361,0.5890849803090389,0.07220893918892268,0.07220893918892268,0.06748718044749924
gpt2,2,7,0.0029993733083166774,0.010658324234128713,0.006828848771222695,0.7155482407079966,0.7155482407079966,0.717720969140119,0.45134144963434497,0.45134144963434497,0.4561395753466789,0.26420679107365164,0.26420679107365164,0.26158139379344003
gpt2,2,8,-0.0022996316744583467,0.0019615353561759363,-0.0001690481591412052,0.5684164917136255,0.5684164917136255,0.5659995404673432,0.5189076922108615,0.5189076922108615,0.5138048824744654,0.04950879950276399,0.04950879950276399,0.05219465799287781
gpt2,2,9,0.042889932947834275,0.04712538831815927,0.04500766063299677,0.5810377018757193,0.5810377018757193,0.581344791306696,0.4887597892345406,0.4887597892345406,0.4873906576485322,0.09227791264117874,0.09227791264117874,0.09395413365816385
gpt2,2,10,0.017747773898868502,0.015088899867740757,0.01641833688330463,0.7885802113707727,0.7885802113707727,0.7907367101962143,0.5990423155640237,0.5990423155640237,0.6024954674242358,0.18953789580674907,0.18953789580674907,0.1882412427719785
gpt2,2,11,0.024406373031496287,0.023720087967519454,0.02406323049950787,0.8713133599917133,0.8713133599917133,0.869381752954136,0.7472441934738692,0.7472441934738692,0.7452457888285916,0.12406916651784416,0.12406916651784416,0.1241359641255444
gpt2,3,0,-0.004461333507627785,0.005332406111589805,0.0004355363019810099,0.6346830521148994,0.6346830521148994,0.6332072268793184,0.3743940837320704,0.3743940837320704,0.36308982701771453,0.260288968382829,0.260288968382829,0.2701173998616039
gpt2,3,1,0.002625472902312964,0.006427434485728689,0.004526453694020827,0.46357482981408443,0.46357482981408443,0.4615724776905533,0.38622278358992285,0.38622278358992285,0.39134744171324776,0.07735204622416159,0.07735204622416159,0.07022503597730556
gpt2,3,2,0.007883146991879642,0.012901005782480546,0.010392076387180094,0.5019216548478896,0.5019216548478896,0.5152226304785937,0.3947437003123419,0.3947437003123419,0.4042802997781711,0.10717795453554774,0.10717795453554774,0.11094233070042264
gpt2,3,3,0.00983819435900557,0.008801557886318534,0.009319876122662052,0.38893904829498793,0.38893904829498793,0.39109221625476615,0.28554229355586536,0.28554229355586536,0.28181924663063007,0.10339675473912258,0.10339675473912258,0.10927296962413607
gpt2,3,4,0.006540854146161124,0.009569783849040725,0.008055318997600924,0.4917661159761767,0.4917661159761767,0.4890029516315886,0.39860442271373625,0.39860442271373625,0.3910093073208709,0.09316169326244045,0.09316169326244045,0.09799364431071766
gpt2,3,5,0.0008703517162889085,0.004736952894315749,0.002803652305302329,0.3735181865115805,0.3735181865115805,0.38104974462810914,0.25953384836163723,0.25953384836163723,0.25446537714837625,0.11398433814994324,0.11398433814994324,0.1265843674797329
gpt2,3,6,0.00850262979822869,0.009630338413509243,0.009066484105868966,0.5605556743589051,0.5605556743589051,0.5631732158553931,0.40691596849830075,0.40691596849830075,0.40773561860447716,0.15363970586060433,0.15363970586060433,0.155437597250916
