source,tokens_per_run,sd_paired,n_seeds,mde_nats
paired_tests_s_pilot_5e7.csv,49938432.0,0.0013562551817190513,39,0.0006298064511780384
paired_tests_s_pilot_5e7.csv,49938432.0,0.0013562551817190513,40,0.0006218840420824753
paired_tests_s_pilot_5e7.csv,49938432.0,0.0013562551817190513,41,0.0006142532740489398
paired_tests_s_pilot_5e7.csv,49938432.0,0.0013562551817190513,42,0.0006068966820338164
paired_tests_s_pilot_5e7.csv,49938432.0,0.0013562551817190513,43,0.0005997982310331925
paired_tests_s_pilot_5e7.csv,49938432.0,0.0013562551817190513,44,0.0005929431689744719
paired_tests_s_pilot_5e7.csv,49938432.0,0.0013562551817190513,45,0.0005863178976909581
paired_tests_s_pilot_5e7.csv,49938432.0,0.0013562551817190513,46,0.0005799098594098298
paired_tests_s_pilot_5e7.csv,49938432.0,0.0013562551817190513,47,0.0005737074365962321
paired_tests_s_pilot_5e7.csv,49938432.0,0.0013562551817190513,48,0.0005676998633351063
paired_tests_s_pilot_5e7.csv,49938432.0,0.0013562551817190513,49,0.0005618771467121783
paired_tests_s_pilot_5e7.csv,49938432.0,0.0013562551817190513,50,0.0005562299968875019
paired_tests_s_pilot_5e7.csv,49938432.0,0.0013562551817190513,51,0.0005507497647480831
paired_tests_s_pilot_5e7.csv,49938432.0,0.0013562551817190513,52,0.0005454283861875051
paired_tests_s_pilot_5e7.csv,49938432.0,0.0013562551817190513,53,0.0005402583321958556
paired_tests_s_pilot_5e7.csv,49938432.0,0.0013562551817190513,54,0.0005352325640572399
paired_tests_s_pilot_5e7.csv,49938432.0,0.0013562551817190513,55,0.0005303444930484253
paired_tests_s_pilot_5e7.csv,49938432.0,0.0013562551817190513,56,0.0005255879441137719
paired_tests_s_pilot_5e7.csv,49938432.0,0.0013562551817190513,57,0.000520957123060964
paired_tests_s_pilot_5e7.csv,49938432.0,0.0013562551817190513,58,0.0005164465868812258
paired_tests_s_pilot_5e7.csv,49938432.0,0.0013562551817190513,59,0.0005120512168482977
paired_tests_s_pilot_5e7.csv,49938432.0,0.0013562551817190513,60,0.0005077661940938552
paired_tests_s_pilot_5e7.csv,49938432.0,0.0013562551817190513,61,0.0005035869773943774
paired_tests_s_pilot_5e7.csv,49938432.0,0.0013562551817190513,62,0.0004995092829366592
paired_tests_s_pilot_5e7.csv,49938432.0,0.0013562551817190513,63,0.0004955290658569924
paired_tests_s_pilot_5e7.csv,49938432.0,0.0013562551817190513,64,0.000491642503373156
paired_tests_s.csv,399900672.0,0.0020953842883323693,2,0.004296815274467541
paired_tests_s.csv,399900672.0,0.0020953842883323693,3,0.003508334980480777
paired_tests_s.csv,399900672.0,0.0020953842883323693,4,0.0030383072180819354
paired_tests_s.csv,399900672.0,0.0020953842883323693,5,0.0027175445904637943
paired_tests_s.csv,399900672.0,0.0020953842883323693,6,0.002480767455371931
paired_tests_s.csv,399900672.0,0.0020953842883323693,7,0.00229674437304494
paired_tests_s.csv,399900672.0,0.0020953842883323693,8,0.0021484076372337707
paired_tests_s.csv,399900672.0,0.0020953842883323693,9,0.002025538145387957
paired_tests_s.csv,399900672.0,0.0020953842883323693,10,0.001921594208093768
paired_tests_s.csv,399900672.0,0.0020953842883323693,11,0.0018321681891284177
paired_tests_s.csv,399900672.0,0.0020953842883323693,12,0.0017541674902403885
paired_tests_s.csv,399900672.0,0.0020953842883323693,13,0.0016853496100625797
paired_tests_s.csv,399900672.0,0.0020953842883323693,14,0.0016240435208321226
paired_tests_s.csv,399900672.0,0.0020953842883323693,15,0.001568975100839083
paired_tests_s.csv,399900672.0,0.0020953842883323693,16,0.0015191536090409677
paired_tests_s.csv,399900672.0,0.0020953842883323693,17,0.0014737954803798084
paired_tests_s.csv,399900672.0,0.0020953842883323693,18,0.0014322717581558475
paired_tests_s.csv,399900672.0,0.0020953842883323693,19,0.0013940709603209843
paired_tests_s.csv,399900672.0,0.0020953842883323693,20,0.0013587722952318972
paired_tests_s.csv,399900672.0,0.0020953842883323693,21,0.0013260259820372542
paired_tests_s.csv,399900672.0,0.0020953842883323693,22,0.001295538550806981
paired_tests_s.csv,399900672.0,0.0020953842883323693,23,0.0012670616986074715
paired_tests_s.csv,399900672.0,0.0020953842883323693,24,0.0012403837276859656
paired_tests_s.csv,399900672.0,0.0020953842883323693,25,0.0012153228872327742
paired_tests_s.csv,399900672.0,0.0020953842883323693,26,0.0011917221379453538
paired_tests_s.csv,399900672.0,0.0020953842883323693,27,0.0011694449934935923
paired_tests_s.csv,399900672.0,0.0020953842883323693,28,0.00114837218652247
paired_tests_s.csv,399900672.0,0.0020953842883323693,29,0.0011283989726950053
paired_tests_s.csv,399900672.0,0.0020953842883323693,30,0.0011094329333161627
paired_tests_s.csv,399900672.0,0.0020953842883323693,31,0.0010913921711074726
paired_tests_s.csv,399900672.0,0.0020953842883323693,32,0.0010742038186168854
paired_tests_s.csv,399900672.0,0.0020953842883323693,33,0.001057802797193961
paired_tests_s.csv,399900672.0,0.0020953842883323693,34,0.001042130778258648
paired_tests_s.csv,399900672.0,0.0020953842883323693,35,0.0010271353090137243
paired_tests_s.csv,399900672.0,0.0020953842883323693,36,0.0010127690726939784
paired_tests_s.csv,399900672.0,0.0020953842883323693,37,0.0009989892595504552
paired_tests_s.csv,399900672.0,0.0020953842883323693,38,0.0009857570294982106
paired_tests_s.csv,399900672.0,0.0020953842883323693,39,0.0009730370510482612
paired_tests_s.csv,399900672.0,0.0020953842883323693,40,0.000960797104046884
paired_tests_s.csv,399900672.0,0.0020953842883323693,41,0.0009490077360423226
paired_tests_s.csv,399900672.0,0.0020953842883323693,42,0.0009376419639280935
paired_tests_s.csv,399900672.0,0.0020953842883323693,43,0.000926675013977457
paired_tests_s.csv,399900672.0,0.0020953842883323693,44,0.0009160840945642088
paired_tests_s.csv,399900672.0,0.0020953842883323693,45,0.0009058481968212647
paired_tests_s.csv,399900672.0,0.0020953842883323693,46,0.0008959479192670884
paired_tests_s.csv,399900672.0,0.0020953842883323693,47,0.0008863653130670264
paired_tests_s.csv,399900672.0,0.0020953842883323693,48,0.0008770837451201942
paired_tests_s.csv,399900672.0,0.0020953842883323693,49,0.0008680877765948387
paired_tests_s.csv,399900672.0,0.0020953842883323693,50,0.0008593630548935084
paired_tests_s.csv,399900672.0,0.0020953842883323693,51,0.0008508962173277362
paired_tests_s.csv,399900672.0,0.0020953842883323693,52,0.0008426748050312899
paired_tests_s.csv,399900672.0,0.0020953842883323693,53,0.0008346871858502143
paired_tests_s.csv,399900672.0,0.0020953842883323693,54,0.000826922485123977
paired_tests_s.csv,399900672.0,0.0020953842883323693,55,0.0008193705234207666
paired_tests_s.csv,399900672.0,0.0020953842883323693,56,0.0008120217604160613
paired_tests_s.csv,399900672.0,0.0020953842883323693,57,0.0008048672442107604
paired_tests_s.csv,399900672.0,0.0020953842883323693,58,0.0007978985654765722
paired_tests_s.csv,399900672.0,0.0020953842883323693,59,0.0007911078158945274
paired_tests_s.csv,399900672.0,0.0020953842883323693,60,0.0007844875504195415
paired_tests_s.csv,399900672.0,0.0020953842883323693,61,0.0007780307529616159
paired_tests_s.csv,399900672.0,0.0020953842883323693,62,0.0007717308051240026
paired_tests_s.csv,399900672.0,0.0020953842883323693,63,0.0007655814576816466
paired_tests_s.csv,399900672.0,0.0020953842883323693,64,0.0007595768045204838
