arm,layer,tanh_alpha
random,3,0.015094167552888393
random,3,0.018969452008605003
random,3,0.001355058397166431
random,3,0.015180748887360096
random,3,0.010366566479206085
random,3,0.00978553481400013
random,3,0.010372325778007507
random,3,-0.0037660268135368824
random,3,0.0050285011529922485
random,3,0.006306593306362629
random,3,0.005978081375360489
random,3,0.010417542420327663
random,3,0.0035101682879030704
random,3,0.013467359356582165
random,3,0.004063724540174007
random,3,-0.0006824693409726024
random,3,0.01683751493692398
random,3,0.01739046908915043
random,3,0.0022464310750365257
random,3,0.01630367897450924
random,3,0.008225589990615845
random,3,0.002200769493356347
random,3,0.01595667004585266
random,3,-0.017792657017707825
random,3,-0.006570550613105297
random,3,0.0031703463755548
random,3,0.003555858042091131
random,3,0.003953938372433186
random,3,0.004943937994539738
random,3,-0.02109520137310028
random,3,0.010368524119257927
random,3,0.012680440209805965
random,3,0.014459000900387764
random,3,0.006227956153452396
random,3,0.005377302877604961
random,3,0.010897462256252766
random,3,0.006553092505782843
random,3,0.008206122554838657
random,3,-0.0011197456624358892
random,3,0.012665681540966034
random,3,0.018187325447797775
random,3,0.009958415292203426
random,3,0.013188318349421024
random,3,-0.005845230538398027
random,3,0.012875666841864586
random,3,0.010076586157083511
random,3,0.014469113200902939
random,3,0.01209449302405119
random,3,0.012811250984668732
random,3,0.010656384751200676
random,3,0.0019085906678810716
random,3,0.004504188895225525
random,3,0.008011042140424252
random,3,0.018210994079709053
random,3,0.016927873715758324
random,3,0.010182738304138184
random,4,-0.004490266088396311
random,4,0.001755754929035902
random,4,-0.011211836710572243
random,4,-0.0021197733003646135
random,4,-0.002726050326600671
random,4,0.0052261860109865665
random,4,0.012962054461240768
random,4,-0.010748977772891521
random,4,-0.014094495214521885
random,4,0.003125919261947274
random,4,0.014065805822610855
random,4,0.000676124996971339
random,4,-0.0024351743049919605
random,4,0.004771851003170013
random,4,-0.0005000904202461243
random,4,-0.012517998926341534
random,4,0.006794684566557407
random,4,0.003781671402975917
random,4,0.005455578677356243
random,4,0.006499013863503933
random,4,-0.0014599994756281376
random,4,-0.013267900794744492
random,4,-0.00010818301961990073
random,4,0.011409228667616844
random,4,0.007583957631140947
random,4,0.003248254768550396
random,4,-0.001821111305616796
random,4,0.0062097287736833096
random,4,-0.001968973083421588
random,4,-0.009716780856251717
random,4,-0.006503324490040541
random,4,-0.013425835408270359
random,4,0.0021968006622046232
random,4,-0.004294205456972122
